;Unnamed: 0;id;latitud;longitud;autor;barrio;verso;direccion;openai_sentiment;quarter;district;city;robertuito_sentiment;robertuito_sentiment_probas
187;187;128;40.3501358;-3.7054115;﻿Ismael Serrano;﻿VILLAVERDE;Antes de rendirnos fuimos eternos;﻿Calle Alcocer (cercanías);positive;;Villaverde;Madrid;neutral;"{""NEG"": 0.34028273820877075, ""NEU"": 0.5093026757240295, ""POS"": 0.1504145711660385}"
188;188;129;40.4204412;-3.6529568;﻿Marisa Muss;﻿LA ELIPA;Tus uñas de gel, periferia de mi desguace;﻿Calle del Poeta Blas de Otero-Calle Santa Irene;positive;Ventas;Ciudad Lineal;Madrid;neutral;"{""NEG"": 0.3249296247959137, ""NEU"": 0.5880817770957947, ""POS"": 0.0869886577129364}"
189;189;130;40.4136717;-3.7287305;﻿Isidro Moreno Carrascosa;﻿LATINA;Cuando pierdas la curiosidad, habrás ganado la vejez;﻿Plaza de la Puerta del Ángel con Paseo de Extremadura. Acera de “Apuestas Deportivas”;positive;Puerta del Ángel;Latina;Madrid;negative;"{""NEG"": 0.5255427360534668, ""NEU"": 0.40163683891296387, ""POS"": 0.07282043248414993}"
190;190;131;40.3962689;-3.7376609;﻿KH;﻿LATINA;Sin prisa pero con prosa;﻿Vía Carpetana 77;positive;Cármenes;Latina;Madrid;neutral;"{""NEG"": 0.03736494854092598, ""NEU"": 0.6945786476135254, ""POS"": 0.2680564820766449}"
191;191;132;40.3861894;-3.6892712;﻿Carmen Lázaro diaZ;﻿ARGANZUELA;Camino de pasos en versos;﻿Calle Puerto de Béjar - Calle Embajadores;positive;Legazpi;Arganzuela;Madrid;neutral;"{""NEG"": 0.18493661284446716, ""NEU"": 0.6642223596572876, ""POS"": 0.15084105730056763}"
192;192;133;40.3812706;-3.6534047;﻿Manuel Marcos;﻿PUENTE DE VALLECAS;Tenemos un plan;﻿Av. Pablo Neruda - Av. de Buenos Aires;positive;Palomeras Bajas;Puente de Vallecas;Madrid;neutral;"{""NEG"": 0.06289249658584595, ""NEU"": 0.541715681552887, ""POS"": 0.3953918218612671}"
193;193;134;40.3588002;-3.6896467;﻿Luis Aguilar Vera;﻿VILLAVERDE;Caminar deja huella.;﻿Av. de Orovilla - Av. de la Felicidad;positive;Los Rosales;Villaverde;Madrid;positive;"{""NEG"": 0.032888829708099365, ""NEU"": 0.30497726798057556, ""POS"": 0.6621338129043579}"
194;194;135;40.4252458;-3.6865031;﻿Cecilia Domínguez;﻿SALAMANCA;El mundo nos fue dado en un primer latido sin memoria;﻿Calle de Goya-Calle de Claudio Coelho;positive;Recoletos;Salamanca;Madrid;negative;"{""NEG"": 0.8021754622459412, ""NEU"": 0.183387890458107, ""POS"": 0.014436651952564716}"
195;195;136;40.4805569;-3.7372077;﻿Wilma Lorenzo;﻿FUENTELAREYNA;Eres nostalgia por adelantado;﻿C/de Gabriela Mistral (Parque) - C/ Leopoldo Alas Clarín;positive;Fuentelarreina;Fuencarral-El Pardo;Madrid;neutral;"{""NEG"": 0.24282759428024292, ""NEU"": 0.6073710322380066, ""POS"": 0.1498013585805893}"
196;196;137;40.4836742;-3.6998056;﻿Sara Caviedes;﻿BARRIO DEL PILAR;Soy del aire que arrastra la espora de lo triste;﻿Autopista de Circunvalación M-30 (berma central);positive;La Paz;Fuencarral-El Pardo;Madrid;negative;"{""NEG"": 0.8146223425865173, ""NEU"": 0.1647324562072754, ""POS"": 0.020645128563046455}"
197;197;138;40.4731048;-3.7151357;﻿Fito Páez;﻿EL PILAR;Nada te importa en la ciudad si nadie espera;﻿Calle Camino de Ganapanes- Calle de Chantada;positive;Peñagrande;Fuencarral-El Pardo;Madrid;neutral;"{""NEG"": 0.31826624274253845, ""NEU"": 0.6404185891151428, ""POS"": 0.0413152314722538}"
198;198;139;40.4510773;-3.6980072;﻿Beatriz Fernández Alonso;﻿TETUÁN;Me encanta mirarte de remojo.;﻿C/ Aviador de Zorita - C/ Reina Mercedes;positive;Cuatro Caminos;Tetuán;Madrid;positive;"{""NEG"": 0.022588450461626053, ""NEU"": 0.14931070804595947, ""POS"": 0.828100860118866}"
199;199;140;40.4428819;-3.6949722;﻿Alejandro Priego;﻿CHAMBERÍ;Te quiero pero no es para tanto, es para siempre;﻿Calle de Cristobal Bordiú - Calle Agustín de Betancourt;positive;Ríos Rosas;Chamberí;Madrid;neutral;"{""NEG"": 0.4744162857532501, ""NEU"": 0.4592225253582001, ""POS"": 0.0663611888885498}"
200;200;141;40.4493535;-3.6741744;﻿Señora Draper;﻿CHAMARTÍN;Lo que no te dije me persigue.;﻿Calle Mercenado (escuela) - Calle San Ernesto;positive;Ciudad Jardín;Chamartín;Madrid;negative;"{""NEG"": 0.8931668400764465, ""NEU"": 0.09329277276992798, ""POS"": 0.013540342450141907}"
201;201;142;40.4381623;-3.6242839;﻿Pablo Alborán;﻿SIMANCAS;Del fracaso y desconcierto a la calle del silencio;﻿Calle Albasainz- Miguel Yuste;positive;;San Blas - Canillejas;Madrid;negative;"{""NEG"": 0.7583737373352051, ""NEU"": 0.23104915022850037, ""POS"": 0.010577143169939518}"
202;202;143;40.4184421;-3.6237287;﻿Nuria Ruiz de Viñaspre;﻿ARCOS;Yo no sé dónde el árbol es pájaro y dónde es rama...así todo;﻿Av. de la Institución Libre de Enseñanza - Plaza Alsacia;positive;Arcos;San Blas - Canillejas;Madrid;negative;"{""NEG"": 0.659783124923706, ""NEU"": 0.3319496810436249, ""POS"": 0.008267144672572613}"
203;203;144;40.4281064;-3.6152571;﻿Chaman;﻿SAN BLAS;Sin pensamiento crítico somos teatro;﻿Calle de Pobladura del Valle- Av de Hellín;positive;Amposta;San Blas - Canillejas;Madrid;negative;"{""NEG"": 0.860768735408783, ""NEU"": 0.11970294266939163, ""POS"": 0.01952836476266384}"
204;204;145;40.4209548;-3.7006036;﻿Blon;﻿CENTRO;Me quiere, no me hiere. Me hiere, no me quiere.;﻿Calle de Hortaleza-Calle de las Infantas;positive;Justicia;Centro;Madrid;negative;"{""NEG"": 0.8819863200187683, ""NEU"": 0.09836659580469131, ""POS"": 0.019647059962153435}"
205;205;146;40.4149665;-3.7205136;﻿María Ares Candal;﻿CENTRO;Viajar es ponerle rostro a lo que antes solo eran mapas;﻿Paseo Cd de Plasencia-Paseo de la Virgen del Puerto;positive;Palacio;Centro;Madrid;neutral;"{""NEG"": 0.3753449022769928, ""NEU"": 0.5471857190132141, ""POS"": 0.07746928930282593}"
206;206;147;40.3985292;-3.6248981;﻿JAVIER MONTES;﻿VICÁLVARO;Cruce de miradas;﻿Bulevar de José Prat- Calle de Ladera de los Almendros;positive;Valdebernardo;Vicálvaro;Madrid;positive;"{""NEG"": 0.07291661202907562, ""NEU"": 0.43722638487815857, ""POS"": 0.4898570477962494}"
207;207;148;40.3989664;-3.7031543;﻿María Antonia Ortega;﻿ARGANZUELA;De la humillación del poeta nace la poesía;﻿Calle Gargantilla 3 (Por el lado del parque);positive;Las Acacias;Arganzuela;Madrid;negative;"{""NEG"": 0.6141642332077026, ""NEU"": 0.31842583417892456, ""POS"": 0.06740991771221161}"
208;208;149;40.3934214;-3.6601987;﻿Rafa Pons;﻿PUENTE DE VALLECAS;También le duele el golpe al que ha vencido en un ring;﻿Calle Sierra de Cada - Av. de la Albufera;positive;San Diego;Puente de Vallecas;Madrid;negative;"{""NEG"": 0.7566847801208496, ""NEU"": 0.2233000099658966, ""POS"": 0.020015202462673187}"
209;209;150;40.3821921;-3.649781;﻿Antonio vega;﻿PUENTE DE VALLECAS;Me da miedo la enormidad / donde nadie oye mi voz;﻿Av. Pablo Neruda  49;positive;Palomeras Sureste;Puente de Vallecas;Madrid;negative;"{""NEG"": 0.9543305039405823, ""NEU"": 0.041437748819589615, ""POS"": 0.004231765866279602}"
210;210;151;40.3841597;-3.7547439;﻿Pilar Adón;﻿LATINA;En medio del silencio, el oído humano inventa una música;﻿C/ Ocaña 12;positive;Aluche;Latina;Madrid;neutral;"{""NEG"": 0.08954016119241714, ""NEU"": 0.6355021595954895, ""POS"": 0.27495768666267395}"
211;211;152;40.4291516;-3.7149642;﻿NEA THEA;﻿MONCLOA-ARAVACA;Por tener las manos limpias he pisado demasiadas hormigas;﻿Calle de la Princesa 42 - Calle serrano Jover;positive;Universidad;Centro;Madrid;negative;"{""NEG"": 0.9274902939796448, ""NEU"": 0.06537355482578278, ""POS"": 0.0071361251175403595}"
212;212;153;40.394254;-3.708192;﻿Jousca;﻿CENTRO;Me planté y salieron flores.;﻿C/ San Delfín con C/ Antonio López ;positive;Comillas;Carabanchel;Madrid;neutral;"{""NEG"": 0.05560452863574028, ""NEU"": 0.49317634105682373, ""POS"": 0.4512191116809845}"
213;213;154;40.3820241;-3.6100823;﻿Lady Hills20;﻿VILLA DE VALLECAS;Bésame antes de cruzar;﻿Calle de Puentelarra- Av. de Santa Eugenia;positive;Santa Eugenia;Villa de Vallecas;Madrid;neutral;"{""NEG"": 0.14031106233596802, ""NEU"": 0.4987536370754242, ""POS"": 0.3609353005886078}"
214;214;155;40.4770303;-3.7035701;﻿Pilar Martín Gila;﻿EL PILAR;Ese es el interior: una historia donde nieva fuera;﻿Calle Ginzo de Limia- Calle de Melchor Fernández Almagro;positive;El Pilar;Fuencarral-El Pardo;Madrid;negative;"{""NEG"": 0.6338000297546387, ""NEU"": 0.3466389775276184, ""POS"": 0.019561033695936203}"
215;215;156;40.4712714;-3.6585786;﻿Ruzpunch;﻿HORTALEZA;Lo mejor está por reír, lo peor ya se ha llorado.;﻿Av. de San Luis-Ctra. la Estación de hortaleza;positive;Apóstol Santiago;Hortaleza;Madrid;neutral;"{""NEG"": 0.33816224336624146, ""NEU"": 0.5614732503890991, ""POS"": 0.10036448389291763}"
216;216;157;40.4492469;-3.6954208;﻿Chantal Maillard;﻿CUATRO CAMINOS;Que toda frontera sea un paso de cebra;﻿C/de Orense - C/de La Basílica;positive;Cuatro Caminos;Tetuán;Madrid;neutral;"{""NEG"": 0.06319642812013626, ""NEU"": 0.7060015797615051, ""POS"": 0.23080189526081085}"
217;217;158;40.454696;-3.6715492;﻿116;﻿CHAMARTÍN;Mi color favorito es verte;﻿Calle de Uruguay - Calle Victor de la Serna;positive;Hispanoamérica;Chamartín;Madrid;positive;"{""NEG"": 0.010714494623243809, ""NEU"": 0.1052742525935173, ""POS"": 0.8840112090110779}"
218;218;159;40.442928;-3.6758535;﻿Soraya Morán Enríquez;﻿CHAMARTÍN;¿De qué sirve pisar el camino si no sientes tus pisadas?;﻿Calle Cartagena- Calle López de Hoyos;positive;Ciudad Jardín;Chamartín;Madrid;negative;"{""NEG"": 0.6388030052185059, ""NEU"": 0.31671518087387085, ""POS"": 0.04448186606168747}"
219;219;160;40.4362626;-3.6205074;﻿Pau;﻿SAN BLAS;Si luchas puedes perder, Si no luchas estás perdido;﻿Calle Albalá- Calle de San Romualdo;positive;Simancas;San Blas - Canillejas;Madrid;negative;"{""NEG"": 0.6744142770767212, ""NEU"": 0.2540935277938843, ""POS"": 0.07149223238229752}"
220;220;161;40.4205867;-3.6545755;﻿Sara Chinchilla ruiz;﻿CIUDAD LINEAL;El vértigo de tus ojos, me ayuda a cruzar mis miedos.;﻿Calle Félix Rodríguez de la Fuente-Calle del Poeta Blas de Otero;positive;Ventas;Ciudad Lineal;Madrid;neutral;"{""NEG"": 0.17724308371543884, ""NEU"": 0.455759733915329, ""POS"": 0.3669971227645874}"
221;221;162;40.4249099;-3.7006901;﻿Fangoria;﻿TRIBUNAL;No quiero más dramas en mi vida, escaparé como Dorita rumbo a Oz;﻿Calle de San Mateo-Calle de Fuencarral;positive;Justicia;Centro;Madrid;neutral;"{""NEG"": 0.30727896094322205, ""NEU"": 0.6493924856185913, ""POS"": 0.04332851618528366}"
222;222;163;40.4330513;-3.688775;﻿Antonio Remache;﻿ALMAGRO;El alma no tiene color;﻿Paseo Eduardo Dato-Paseo de la Castellana (bajo puente);positive;Castellana;Chamberí;Madrid;negative;"{""NEG"": 0.5230345726013184, ""NEU"": 0.4321655333042145, ""POS"": 0.04479997977614403}"
223;223;164;40.4071017;-3.6898024;﻿Patxi Foronda Valdés;﻿ARGANZUELA;Y seremos dos gorriones anidando entre los trenes.;﻿Paseo de la Infanta Isabel-Esquina Atocha;positive;Atocha;Arganzuela;Madrid;neutral;"{""NEG"": 0.15827345848083496, ""NEU"": 0.647933840751648, ""POS"": 0.19379271566867828}"
224;224;165;40.3832852;-3.7249527;﻿Iván Ferreiro;﻿ABRANTES;Dejemos que corra el aire y digámonos adiós;﻿Av. Abrantes 19;positive;Abrantes;Carabanchel;Madrid;neutral;"{""NEG"": 0.20049476623535156, ""NEU"": 0.5889613032341003, ""POS"": 0.21054384112358093}"
225;225;166;40.349684;-3.6920204;﻿Violet La Velvet;﻿VILLAVERDE;Besos que no has de beber déjalos con sed;﻿Calle Francisco del Pino (Parque) - Calle de Sta. Petronila;neutral;Los Rosales;Villaverde;Madrid;neutral;"{""NEG"": 0.2914677560329437, ""NEU"": 0.6267129778862, ""POS"": 0.08181928098201752}"
226;226;167;40.4758552;-3.6681353;﻿Celia Blanco;﻿PINAR DE CHAMARTÍN;La vida es mejor contigo dentro;﻿Calle de San Luis- Calle de Arturo Soria;positive;Costillares;Ciudad Lineal;Madrid;positive;"{""NEG"": 0.018887240439653397, ""NEU"": 0.10164394229650497, ""POS"": 0.8794688582420349}"
227;227;168;40.4607543;-3.661851;﻿Kamikaze;﻿ARTURO SORIA;No es por lo que mueras, es por lo que vives;﻿Calle de Emilio Rubin - Calle de Arturo de Soria;positive;Colina;Ciudad Lineal;Madrid;neutral;"{""NEG"": 0.17764315009117126, ""NEU"": 0.49020135402679443, ""POS"": 0.3321554660797119}"
228;228;169;40.4923597;-3.6866165;﻿Kike Babas;﻿FUENCARRAL;¿Qué sabe nadie lo que es un verso bajo una cresta?;﻿Calle de Ntra. Sra. de Valverde 15 (del lado de los pares);neutral;Valverde;Fuencarral-El Pardo;Madrid;negative;"{""NEG"": 0.5789461135864258, ""NEU"": 0.3720508813858032, ""POS"": 0.0490029975771904}"
229;229;170;40.5108943;-3.6729808;﻿mellamoagripina;﻿HORTALEZA;Dos no discuten si uno no hiere;﻿C/ Frómista 25;positive;Valverde;Fuencarral-El Pardo;Madrid;neutral;"{""NEG"": 0.32432523369789124, ""NEU"": 0.5437251925468445, ""POS"": 0.1319495588541031}"
230;230;171;40.4842598;-3.7075048;﻿María Elena Higueruelo;﻿MIRASIERRA;Toda palabra bella se reviste de una película de silencio;﻿C/ Ginzo de Limia (del lado del banco Santander y frente al metro Herrera Oria);positive;El Pilar;Fuencarral-El Pardo;Madrid;neutral;"{""NEG"": 0.19090038537979126, ""NEU"": 0.6395285725593567, ""POS"": 0.16957101225852966}"
231;231;172;40.4581359;-3.6584271;﻿SIDECARS;﻿COLINA;Sube y ponle altura al vértigo;﻿C/del Santo Ángel - C/de Arturo de Soria;positive;Colina;Ciudad Lineal;Madrid;neutral;"{""NEG"": 0.09309552609920502, ""NEU"": 0.595571756362915, ""POS"": 0.31133273243904114}"
232;232;173;40.4481718;-3.7275115;﻿Samir Abu - Tahoun;﻿CIUDAD UNIVERSITARIA;Madurar es pasar de las ramas a la raíces;﻿C/ José Antonio Novais-Real Jardín Botánico Alfonso XIII;positive;;Moncloa-Aravaca;Madrid;neutral;"{""NEG"": 0.2043766975402832, ""NEU"": 0.6183649897575378, ""POS"": 0.17725835740566254}"
233;233;174;40.4555725;-3.6821688;﻿Oier lantzi;﻿CHAMARTÍN;Helmuga baino, ibildidea nahiago;﻿Paseo de la Habana - Calle Herreros de Tejada;neutral;Hispanoamérica;Chamartín;Madrid;neutral;"{""NEG"": 0.42450618743896484, ""NEU"": 0.4418073296546936, ""POS"": 0.13368651270866394}"
234;234;175;40.4487331;-3.6089363;﻿Charlie HB;﻿CANILLEJAS;Contemplo las huellas imborrables que dejaste en mí;﻿Calle de Alcalá (isletas)- Calle de Cartago;positive;Canillejas;San Blas - Canillejas;Madrid;positive;"{""NEG"": 0.079985611140728, ""NEU"": 0.4247012734413147, ""POS"": 0.4953131675720215}"
235;235;176;40.4376285;-3.7111634;﻿Beatriz Pizarro Serrano;﻿CHAMBERÍ;Volver a empezar...como si todo.;﻿Calle de Blasco de Garay-Calle de Joaquín María López;positive;Gaztambide;Chamberí;Madrid;neutral;"{""NEG"": 0.2784446179866791, ""NEU"": 0.6651774048805237, ""POS"": 0.056378044188022614}"
236;236;177;40.4243484;-3.7091611;﻿Martin Gil;﻿CENTRO;Te quiero como a un músico: a Mi, La, Do.;﻿Calle de San Bernardino-Calle de los Reyes;positive;Universidad;Centro;Madrid;positive;"{""NEG"": 0.07735823839902878, ""NEU"": 0.43913498520851135, ""POS"": 0.48350685834884644}"
237;237;178;40.419607;-3.6996031;﻿Escandar Algeet;﻿GRANVÍA;Ser valiente en un mundo de hombres, es ser mujer;﻿Calle Gran Vía-Calle del Clavel;positive;Cortes;Centro;Madrid;positive;"{""NEG"": 0.15709605813026428, ""NEU"": 0.37060537934303284, ""POS"": 0.4722985625267029}"
238;238;179;40.4160539;-3.7086261;﻿Peru Saizprez;﻿CENTRO;Me nombras miembro activo del fin del mundo junto contigo.;﻿Plaza Comandante las Morenas - Calle Mayor;positive;Sol;Centro;Madrid;neutral;"{""NEG"": 0.04990365356206894, ""NEU"": 0.6533424258232117, ""POS"": 0.29675397276878357}"
239;239;180;40.3962138;-3.641363;﻿Ane Atutxa Lekerika;﻿MORATALAZ;A ti, que supiste leer en mí todo lo que nunca llegué a escribir;﻿Calle de Arroyo de Fontarrón- Calle de la Tacona;positive;Fontarrón;Moratalaz;Madrid;positive;"{""NEG"": 0.17481878399848938, ""NEU"": 0.3032890260219574, ""POS"": 0.5218921899795532}"
240;240;181;40.4056337;-3.7531508;﻿Miguel Ríos;﻿LUCERO;Este es el tiempo del cambio, el futuro se puede tocar;﻿c/ Vilasandino con C/ Villamanín. Acera contraria al DIA;positive;Lucero;Latina;Madrid;neutral;"{""NEG"": 0.03579184040427208, ""NEU"": 0.5106193423271179, ""POS"": 0.4535888433456421}"
241;241;182;40.395933;-3.7160477;﻿Swan Fyahbwoy;﻿CARABANCHEL;Ardo si rozas mi piel y si te vas me quemo;﻿Calle de la Verdad - Calle Jacinto Verdaguer;positive;Opañel;Carabanchel;Madrid;negative;"{""NEG"": 0.684743344783783, ""NEU"": 0.2722999155521393, ""POS"": 0.04295668751001358}"
242;242;183;40.3849105;-3.7586398;﻿Guillermo Gardel;﻿LATINA;Abre tus brazos en luz.;﻿C/ Camarena (del lado de los impares DIA) - C/ de Ocaña;positive;Aluche;Latina;Madrid;positive;"{""NEG"": 0.03899894282221794, ""NEU"": 0.2981330156326294, ""POS"": 0.662868082523346}"
243;243;184;40.3841882;-3.7655399;﻿Antonio Jiménez Paz;﻿FANJUL;Libertad para escribir, libertad para borrar;﻿Av. de las Águilas;positive;Las Águilas;Latina;Madrid;neutral;"{""NEG"": 0.13780663907527924, ""NEU"": 0.7835271954536438, ""POS"": 0.07866615802049637}"
244;244;185;40.3701181;-3.7532178;﻿Jesús Vargas;﻿CARABANCHEL;Eres lo que haces;﻿Av. de Carabanchel Alto (Pares) - C/ Gomez de Arteche;positive;Buenavista;Carabanchel;Madrid;positive;"{""NEG"": 0.0756833404302597, ""NEU"": 0.193632572889328, ""POS"": 0.7306840419769287}"
245;245;186;40.4593725;-3.6604885;﻿Lanza;﻿CIUDAD LINEAL;Quiéreme hasta que el ego se desvanezca;﻿C/de Arturo de Soria (Impares)- C/ Vicente Musas;positive;Colina;Ciudad Lineal;Madrid;negative;"{""NEG"": 0.5658373832702637, ""NEU"": 0.39425310492515564, ""POS"": 0.03990952670574188}"
246;246;187;40.4527662;-3.650524;﻿India Toctli;﻿PIOVERA;Un lago, cerca un lago. Palabras como peces;﻿Calle de Asura 30- Calle del Estrecho de Mesina;positive;San Juan Bautista;Ciudad Lineal;Madrid;neutral;"{""NEG"": 0.09390635788440704, ""NEU"": 0.6571139097213745, ""POS"": 0.24897973239421844}"
247;247;188;40.4495087;-3.6966607;﻿Bachi;﻿TETUÁN;La cobardía se mide en ojalases..;﻿C/de la Basílica - C/Neville;negative;Cuatro Caminos;Tetuán;Madrid;negative;"{""NEG"": 0.7886144518852234, ""NEU"": 0.1904996931552887, ""POS"": 0.0208858922123909}"
248;248;189;40.4524738;-3.6673705;﻿Defreds;﻿HISPANOAMÉRICA;El mundo que hable, tú, mientras, quiérete;﻿Av. de Alfonso XIII - Av. de Ramón y Cajal;positive;Hispanoamérica;Chamartín;Madrid;neutral;"{""NEG"": 0.16331739723682404, ""NEU"": 0.6615327596664429, ""POS"": 0.17514988780021667}"
249;249;190;40.4321275;-3.6557516;﻿Robe Iniesta;﻿EL CARMEN;Al camino recto por el más torcido, vengo derecho;﻿Calle de Alcalá-Calle José Villena;positive;Concepción;Ciudad Lineal;Madrid;neutral;"{""NEG"": 0.4623301327228546, ""NEU"": 0.4890080392360687, ""POS"": 0.048661913722753525}"
250;250;191;40.431907;-3.6920044;﻿Ramoncín;﻿ALMAGRO;Camina alegre entre la gente por calles vivas que te ven pasar;﻿Calle de Almagro-Calle de Jenner;positive;Almagro;Chamberí;Madrid;neutral;"{""NEG"": 0.050349414348602295, ""NEU"": 0.5296369194984436, ""POS"": 0.4200136661529541}"
251;251;192;40.4282493;-3.6935949;﻿Esther Bendahan;﻿ALMAGRO;Caminar sobre fuego incendiando, así es el hombre;﻿Calle de Fernando el Santo Nº9 - Calle de Zurbano;positive;Almagro;Chamberí;Madrid;negative;"{""NEG"": 0.5939098000526428, ""NEU"": 0.34469449520111084, ""POS"": 0.061395786702632904}"
252;252;193;40.4245322;-3.6724926;﻿Claudia del Pozo Monteagudo;﻿SALAMANCA;Acabamos siendo solo sentimientos escondidos en personas;﻿Calle de Goya-Calle Lombia;positive;Goya;Salamanca;Madrid;negative;"{""NEG"": 0.784701943397522, ""NEU"": 0.19519759714603424, ""POS"": 0.020100459456443787}"
253;253;194;40.4152646;-3.6575608;﻿Paloma Espartero;﻿MORATALAZ;pájaro del asombro, levanta el vuelo;﻿C/ Félix Rodriguez de la Fuente Nº 12;positive;Media Legua;Moratalaz;Madrid;neutral;"{""NEG"": 0.04059259593486786, ""NEU"": 0.541978120803833, ""POS"": 0.4174293577671051}"
254;254;195;40.3850913;-3.7116355;﻿Toño Soria;﻿USERA;Miro a las nubes Pero es que no hay forma;﻿C/ Rafaela Ybarra - C/ Marcelo Usera 146;positive;Moscardó;Usera;Madrid;negative;"{""NEG"": 0.9011449813842773, ""NEU"": 0.08956664800643921, ""POS"": 0.009288392961025238}"
255;255;196;40.404326;-3.6957193;﻿Teyi;﻿ARGANZUELA;Paso a paso todo pasa.;﻿Calle Delicias 1 (Frente a Lámparas Santiago);positive;Palos de la Frontera;Arganzuela;Madrid;positive;"{""NEG"": 0.03319258615374565, ""NEU"": 0.30181440711021423, ""POS"": 0.6649929881095886}"
256;256;197;40.4753583;-3.7451255;﻿A. Vélez;﻿MIRASIERRA;Il faut accepter la derive avant de prendre un nouveau cap;﻿Av. del Cardenal Herrera Oria - atrás C/ Vegafría;positive;Fuentelarreina;Fuencarral-El Pardo;Madrid;neutral;"{""NEG"": 0.15739278495311737, ""NEU"": 0.4911649525165558, ""POS"": 0.35144227743148804}"
257;257;198;40.4825073;-3.6647088;﻿Cristina Mª Menendez Maldonado;﻿HORTALEZA;Una pizca de locura lo cura todo;﻿Av. de Arturo Soria- Calle Laud;positive;Costillares;Ciudad Lineal;Madrid;positive;"{""NEG"": 0.00540187256410718, ""NEU"": 0.07636737078428268, ""POS"": 0.9182307124137878}"
258;258;199;40.4651151;-3.6361836;﻿Jokin Epelde Dominguez;﻿HORTALEZA;El asfalto florece bajo tus pasos;﻿Carr. de Canillas (gasolinera Shell) - Av. de Machupichu;positive;Canillas;Hortaleza;Madrid;positive;"{""NEG"": 0.059038762003183365, ""NEU"": 0.3939438760280609, ""POS"": 0.5470173954963684}"
259;259;200;40.4635827;-3.6455861;﻿isabel rivas etxaniz;﻿CANILLAS;Escucha el ruido de la ciudad. Y ahora, piensa que es música.;﻿Carr. de Carrillas - C/ Utrillas;positive;Canillas;Hortaleza;Madrid;neutral;"{""NEG"": 0.24344834685325623, ""NEU"": 0.6333752274513245, ""POS"": 0.1231764405965805}"
260;260;201;40.4569583;-3.6181122;﻿pat;﻿SAN BLAS;¡Haz de tu cabeza un mundo mejor!;﻿Av. de los Andes (Corte Inglés) - C/ Anil;positive;Palomas;Hortaleza;Madrid;positive;"{""NEG"": 0.03678235411643982, ""NEU"": 0.2171187549829483, ""POS"": 0.7460989356040955}"
261;261;202;40.4469379;-3.7079193;﻿Alfredo Domeño;﻿CUATRO CAMINOS;Si alguna vez no fuiste un nudo, jamás pudiste ser un lazo.;﻿Avenida Reina Victoria - Avenida de Pablo Iglesias;positive;Vallehermoso;Chamberí;Madrid;negative;"{""NEG"": 0.6032894253730774, ""NEU"": 0.3489091992378235, ""POS"": 0.04780139774084091}"
262;262;203;40.4420925;-3.7049842;﻿Laura Pugno;﻿VALLEHERMOSO;Sotto i tuoi piedi la terra splende;﻿Avenida Pablo Iglesias - Avenida Islas Filipinas;positive;Vallehermoso;Chamberí;Madrid;positive;"{""NEG"": 0.20474770665168762, ""NEU"": 0.31095606088638306, ""POS"": 0.48429614305496216}"
263;263;204;40.4503823;-3.6650469;﻿DoloresQuebranto;﻿CHAMARTÍN;Sáltame como si fuera tu destino.;﻿Calle Lopez de Hoyos- Calle del Padre Claret;positive;Prosperidad;Chamartín;Madrid;neutral;"{""NEG"": 0.11906512826681137, ""NEU"": 0.6624582409858704, ""POS"": 0.2184765636920929}"
264;264;205;40.4433381;-3.6522393;﻿Enrique Bolaños;﻿CIUDAD LINEAL;seguir ardiendo hoy despertar quizás mañana;﻿Av. de Badajoz- Calle de Aristóteles;positive;San Pascual;Ciudad Lineal;Madrid;neutral;"{""NEG"": 0.12160667032003403, ""NEU"": 0.8017118573188782, ""POS"": 0.0766814574599266}"
265;265;206;40.4460775;-3.6430285;﻿Mª Carmen Montiel Molina;﻿CIUDAD LINEAL;Y aunque cambien de canción bailaremos siempre juntos;﻿Calle del Genral Aranz (colegio)- Calle Natalia de Silva;positive;Salvador;San Blas - Canillejas;Madrid;neutral;"{""NEG"": 0.10113459080457687, ""NEU"": 0.6437605619430542, ""POS"": 0.25510478019714355}"
266;266;207;40.442594;-3.6384702;﻿Julia Navarro;﻿SALVADOR;Procura que las sirenas no te engañen;﻿Calle López de Aranda- Calle del General Aranza;positive;Concepción;Ciudad Lineal;Madrid;neutral;"{""NEG"": 0.20911727845668793, ""NEU"": 0.6521784663200378, ""POS"": 0.13870418071746826}"
267;267;208;40.4295733;-3.6547767;﻿Alicia Louzao;﻿CIUDAD LINEAL;Aproxímate con cuidado debajo de esta piel estoy latiendo;﻿Av. de Daroca-Calle del Apóstol Santiago;positive;Ventas;Ciudad Lineal;Madrid;neutral;"{""NEG"": 0.06552432477474213, ""NEU"": 0.6802805662155151, ""POS"": 0.25419506430625916}"
268;268;209;40.427162;-3.658002;﻿Raul Alvarez Valera;﻿CIUDAD LINEAL;Con la suerte en los talones;﻿Calle de Ricardo Ortíz-Calle San Marcelo;positive;Ventas;Ciudad Lineal;Madrid;negative;"{""NEG"": 0.9055098295211792, ""NEU"": 0.08011209964752197, ""POS"": 0.014378095977008343}"
269;269;210;40.4296213;-3.6157331;﻿Alicia Ramos Álvarez;﻿SAN BLAS;Sonreír es mi idioma favorito.;﻿Av. de Hellín- Calle Albergue;positive;Amposta;San Blas - Canillejas;Madrid;positive;"{""NEG"": 0.00825984962284565, ""NEU"": 0.08581546694040298, ""POS"": 0.9059246778488159}"
