id|latitud|longitud|autor|barrio|verso|direccion
1134|40.4328675|-3.6726093|﻿Yolanda Castaño|﻿DIEGO DE LEÓN (C)|Se a nosa mente fai da cidade selva, calbaguemos dacabalo de cebras prodixiosas|﻿Calle de Francisco Silvela-Calle de Azcona
1135|40.4250946|-3.6877531|﻿Alejo Stivel|﻿SALAMANCA|Pregunté a los cuatro vientos ¿cuál será la gran verdad? Y solo encontré más preguntas|﻿Calle de Serrano-Calle de Goya
1136|40.4120828|-3.6474623|﻿Laura Guerra Rey|﻿MORATALAZ|Ojalá que la tristeza tenga la misma memoria que los peces|﻿Av. del Doctor García Tapia Nº 47 (Colegio Público Pasamonte)
1137|40.4128783|-3.6936473|﻿Paloma Cubeiro|﻿CENTRO|Son los museos quienes tendrían que hacer cola para vernos.|﻿Paseo del Prado-Plaza Platería de Martínez
1138|40.4066406|-3.6835655|﻿Anunciada Fernández de Córdova|﻿RETIRO|Yo, en la incertidumbre,  viviendo como si fuera para siempre|﻿Paseo de R Cristina - Calle Julián Gayarre
1139|40.3966519|-3.6662055|﻿Pablo Piñeiro|﻿PUENTE DE VALLECAS|Todo lo que soy se lo debo a cada grieta de las manos de mi madre.|﻿Av. de la Albufera - Calle Puerto de Alcolea
113|40.4009088|-3.6433652|﻿Luis Luna|﻿FONTARRÓN|Coser con la sílaba un cuerpo. Y acunarlo|﻿Calle de la Encomienda de Palacios- Calle Pico de los Artilleros
1140|40.4065399|-3.6851621|﻿sara cpg|﻿RETIRO|Es el gato negro el que busca su suerte cruzándose contigo.|﻿Paseo de R Cristina - Monumento General Vara de Rey y los Heroes de Caney
1141|40.397037|-3.667713|﻿Javier Das|﻿PUENTE DE VALLECAS|En la mano del niño / la avioneta de plástico y en este poema / su pista de despegue|﻿Av. del Monte Igueldo 5 - Calle Antonia Calas
1142|40.3883969|-3.7315878|﻿Rosendo|﻿OPORTO|Y tú mientras asumiendo, rebuscando, renegando de tu tiempo|﻿Glorieta Valle del Oro (del lado del parque)
1143|40.4190027|-3.6968324|﻿Ismael Ramos|﻿GRAN VÍA|Entón escribir convértese nun acto de resistencia contra todo. Nun acto do corpo|﻿Calle Gran Vía-Calle Alcalá
1144|40.4082096|-3.6929901|﻿Joaquín Sabina|﻿ATOCHA|A mitad de camino entre el infierno y el cielo, yo me bajo en Atocha, yo me quedo en Madrid|﻿Plaza Emperador Carlos V (Estación de Atocha)
1145|40.4154137|-3.6950487|﻿David Eloy Rodríguez|﻿CENTRO|El problema ahora es que la jaula está en el interior del pájaro.|﻿Plaza de las Cortes-Paseo del Prado
1146|40.3900067|-3.6462593|﻿Consuelo Sánchez Naranjo|﻿PUENTE DE VALLECAS|Rugen tu hambre y tu sed y ninguna justicia acallará sus gritos|﻿Av. de la Albufera- Calle Pedro Laborde
1147|40.4327502|-3.7179158|﻿José Fernando Viera Pérez|﻿MONCLOA ARAVACA|Cuna de gris natural, equidistante de todo lugar, come necios y vomita lobos|﻿Calle de la Princesa 83 -Calle Romero Robledo
1148|40.4464592|-3.6915565|﻿Sharif|﻿NUEVOS MINISTERIOS|Lo bueno del silencio es que no miente, lo malo de las palabras es que a veces dicen la verdad|﻿Calle de la castellana - Calle Raimundo Fernández Villaverde
1149|40.4199766|-3.6879555|﻿Jaime Urrutia|﻿ALCALÁ|Sus amplias avenidas le sirven de guarida a tu corazón. Nunca sabrán que sigo el rastro de tu amor|﻿Calle de Alcalá-Plaza de la Independencia
114|40.4050572|-3.6157412|﻿Patricia Benito|﻿VICÁLVARO|Que te sabes el camino y no has vuelto|﻿Camino Viejo de Vicálvaro- Calle de Calahorra
1150|40.407554|-3.6793644|﻿Manuel Rico|﻿PACÍFICO|No es el azar quien desploma tinieblas en la claridad del suburbio: son los números|﻿Plaza Mariano de Cavia 1 - Paseo de la Reina Cristina
1151|40.4166542|-3.7037002|﻿Nacho Vegas|﻿SOL|Pongamos el grito en el suelo: Si Madrid se enciende Madrid no se vende.|﻿Plaza Puerta del Sol
1152|40.4376774|-3.6772025|﻿Pedro César Alcubilla Verde|﻿AV. DE AMÉRICA|Cómo saber de dónde vengo si mis huellas están sepultadas bajo el nuevo asfalto|﻿Calle Francisco Silvela- Avenida de las Américas
1153|40.3993085|-3.7331508|﻿Inma Luna|﻿SAN ISIDRO|La incertidumbre vive en el estómago, puedes alimentarla con el miedo o la osadía|﻿Paseo de la Ermita del Santo - Vía Carpetana
1154|40.4203574|-3.7052291|﻿Ignacio Vleming|﻿GRAN VÍA|no hay naturaleza menos salvaje que este jardín asfaltado.|﻿Calle Gran Vía-Plaza del Callao
1155|40.4248578|-3.6750529|﻿Su|﻿SALAMANCA|Y con él aprendió que uno nunca es demasiado adulto para seguir siendo niño|﻿Calle Alcalá-Calle de Goya
1156|40.4667242|-3.689176|﻿David La M.O.D.A.|﻿PZA. DE CASTILLA|Nos enseñan que la paz es elegante pero aprendemos que hay billetes que pueden hacer que un Arma dispare sola|﻿Paseo de la Castellana 189
1157|40.4206127|-3.7062926|﻿LUIS MIGUEL SANCHEZ|﻿CENTRO|Una gota de lluvia no distingue el color de piel donde resbala|﻿Calle Gran Vía 46 – Calle Tudescos
1158|40.3877595|-3.6447063|﻿Sol Aguirre|﻿PUENTE DE VALLECAS|Algún día no es un día de la semana|﻿Av. Pablo Neruda- Calle Luis Buñuel
1159|40.41817|-3.69939|﻿Ben Clark|﻿CENTRO|No digas que no tienta tanta luz|﻿Calle Virgen de los peligros 2
115|40.3792816|-3.7696731|﻿lu|﻿LATINA|Madrid me duele.|﻿Calle de José de Cadalso (Biblioteca)- Calle Rafael Finat
116|40.4808965|-3.6889776|﻿Clémence Loonis|﻿FUENCARRAL-EL PARDO|Cotidiana, la letra baila al aire libre|﻿Calle de Pedro Rico- La Paz Infantil
117|40.4409296|-3.6566566|﻿Mario Tascón|﻿CIUDAD LINEAL|Bajo el asfalto, las flores|﻿Av. de Badajoz- calle de Albacete
118|40.426914|-3.7134306|﻿Lage|﻿CENTRO|Pasemos de vernos a mirarnos.|﻿Calle de la Princesa 20 - Calle Duque de Liria
119|40.4069117|-3.6576078|﻿ROY GALÁN|﻿MORATALAZ|Por mi vulva, por mi vulva, por mi gran vulva.|﻿Av. de Moratalaz Nº53 - Plaza Corregidor Alonso de Aguilar
120|40.4537234|-3.6483461|﻿Sergio Ibáñez Senovilla|﻿HORTALEZA|Tú estarás buscando el norte y yo perdido en esta selva.|﻿Calle del Estrecho de Msina- Calle de Silvano
121|40.4543184|-3.6005062|﻿Irene G Punto|﻿ALAMEDA DE OSUNA|Ser de ti. Ser de mí.|﻿Paseo de la Alameda de Osuna- Parque El Capricho
122|40.4527968|-3.779199|﻿David Efe|﻿ARAVACA|Encuentro algo muy valiente en la flor|﻿C/ de Húmera (Frente a instalación deportiva)
123|40.4441914|-3.6439607|﻿CARLOS BRUNO CASTAÑEDA|﻿ARTURO SORIA|guardo para ti el amargo secreto que olvidé en mí|﻿Calle d Arturo Soria (parque)- Calle del Marqués de Pico Velasco
124|40.4295488|-3.7125066|﻿Álvaro Sanz|﻿CENTRO|Qué guapa estás con alas.|﻿Calle de Sta. Cruz de Marcenado (ICAI) - Calle de los Martires de Alcalá
125|40.4032801|-3.594785|﻿Nacho 7 años|﻿VICÁLVARO|No veo con tanta noche|﻿Calle de RIvas- Av. de la Gran Vía del Este
126|40.3961484|-3.6683217|﻿Bacø|﻿PUENTE DE VALLECAS|Al otro lado del espejo Nada la realidad. (ALICIA MIRANDO UN CHARCO)|﻿C/ Peña Gorbea - Calle del Monte Igueldo
127|40.3791743|-3.7076309|﻿Tarque|﻿PRADOLONGO|En la ciudad hay un desierto, nadie quiere cruzarlo solo.|﻿C/ San Basilio - C/ Cristo de la Victoria
128|40.3501358|-3.7054115|﻿Ismael Serrano|﻿VILLAVERDE|Antes de rendirnos fuimos eternos|﻿Calle Alcocer (cercanías)
129|40.4204412|-3.6529568|﻿Marisa Muss|﻿LA ELIPA|Tus uñas de gel, periferia de mi desguace|﻿Calle del Poeta Blas de Otero-Calle Santa Irene
130|40.4136717|-3.7287305|﻿Isidro Moreno Carrascosa|﻿LATINA|Cuando pierdas la curiosidad, habrás ganado la vejez|﻿Plaza de la Puerta del Ángel con Paseo de Extremadura. Acera de “Apuestas Deportivas”
131|40.3962689|-3.7376609|﻿KH|﻿LATINA|Sin prisa pero con prosa|﻿Vía Carpetana 77
132|40.3861894|-3.6892712|﻿Carmen Lázaro diaZ|﻿ARGANZUELA|Camino de pasos en versos|﻿Calle Puerto de Béjar - Calle Embajadores
133|40.3812706|-3.6534047|﻿Manuel Marcos|﻿PUENTE DE VALLECAS|Tenemos un plan|﻿Av. Pablo Neruda - Av. de Buenos Aires
134|40.3588002|-3.6896467|﻿Luis Aguilar Vera|﻿VILLAVERDE|Caminar deja huella.|﻿Av. de Orovilla - Av. de la Felicidad
135|40.4252458|-3.6865031|﻿Cecilia Domínguez|﻿SALAMANCA|El mundo nos fue dado en un primer latido sin memoria|﻿Calle de Goya-Calle de Claudio Coelho
136|40.4805569|-3.7372077|﻿Wilma Lorenzo|﻿FUENTELAREYNA|Eres nostalgia por adelantado|﻿C/de Gabriela Mistral (Parque) - C/ Leopoldo Alas Clarín
137|40.4836742|-3.6998056|﻿Sara Caviedes|﻿BARRIO DEL PILAR|Soy del aire que arrastra la espora de lo triste|﻿Autopista de Circunvalación M-30 (berma central)
138|40.4731048|-3.7151357|﻿Fito Páez|﻿EL PILAR|Nada te importa en la ciudad si nadie espera|﻿Calle Camino de Ganapanes- Calle de Chantada
139|40.4510773|-3.6980072|﻿Beatriz Fernández Alonso|﻿TETUÁN|Me encanta mirarte de remojo.|﻿C/ Aviador de Zorita - C/ Reina Mercedes
140|40.4428819|-3.6949722|﻿Alejandro Priego|﻿CHAMBERÍ|Te quiero pero no es para tanto, es para siempre|﻿Calle de Cristobal Bordiú - Calle Agustín de Betancourt
141|40.4493535|-3.6741744|﻿Señora Draper|﻿CHAMARTÍN|Lo que no te dije me persigue.|﻿Calle Mercenado (escuela) - Calle San Ernesto
142|40.4381623|-3.6242839|﻿Pablo Alborán|﻿SIMANCAS|Del fracaso y desconcierto a la calle del silencio|﻿Calle Albasainz- Miguel Yuste
143|40.4184421|-3.6237287|﻿Nuria Ruiz de Viñaspre|﻿ARCOS|Yo no sé dónde el árbol es pájaro y dónde es rama...así todo|﻿Av. de la Institución Libre de Enseñanza - Plaza Alsacia
144|40.4281064|-3.6152571|﻿Chaman|﻿SAN BLAS|Sin pensamiento crítico somos teatro|﻿Calle de Pobladura del Valle- Av de Hellín
145|40.4209548|-3.7006036|﻿Blon|﻿CENTRO|Me quiere, no me hiere. Me hiere, no me quiere.|﻿Calle de Hortaleza-Calle de las Infantas
146|40.4149665|-3.7205136|﻿María Ares Candal|﻿CENTRO|Viajar es ponerle rostro a lo que antes solo eran mapas|﻿Paseo Cd de Plasencia-Paseo de la Virgen del Puerto
147|40.3985292|-3.6248981|﻿JAVIER MONTES|﻿VICÁLVARO|Cruce de miradas|﻿Bulevar de José Prat- Calle de Ladera de los Almendros
148|40.3989664|-3.7031543|﻿María Antonia Ortega|﻿ARGANZUELA|De la humillación del poeta nace la poesía|﻿Calle Gargantilla 3 (Por el lado del parque)
149|40.3934214|-3.6601987|﻿Rafa Pons|﻿PUENTE DE VALLECAS|También le duele el golpe al que ha vencido en un ring|﻿Calle Sierra de Cada - Av. de la Albufera
150|40.3821921|-3.649781|﻿Antonio vega|﻿PUENTE DE VALLECAS|Me da miedo la enormidad / donde nadie oye mi voz|﻿Av. Pablo Neruda  49
151|40.3841597|-3.7547439|﻿Pilar Adón|﻿LATINA|En medio del silencio, el oído humano inventa una música|﻿C/ Ocaña 12
152|40.4291516|-3.7149642|﻿NEA THEA|﻿MONCLOA-ARAVACA|Por tener las manos limpias he pisado demasiadas hormigas|﻿Calle de la Princesa 42 - Calle serrano Jover
153|40.394254|-3.708192|﻿Jousca|﻿CENTRO|Me planté y salieron flores.|﻿C/ San Delfín con C/ Antonio López 
154|40.3820241|-3.6100823|﻿Lady Hills20|﻿VILLA DE VALLECAS|Bésame antes de cruzar|﻿Calle de Puentelarra- Av. de Santa Eugenia
155|40.4770303|-3.7035701|﻿Pilar Martín Gila|﻿EL PILAR|Ese es el interior: una historia donde nieva fuera|﻿Calle Ginzo de Limia- Calle de Melchor Fernández Almagro
156|40.4712714|-3.6585786|﻿Ruzpunch|﻿HORTALEZA|Lo mejor está por reír, lo peor ya se ha llorado.|﻿Av. de San Luis-Ctra. la Estación de hortaleza
157|40.4492469|-3.6954208|﻿Chantal Maillard|﻿CUATRO CAMINOS|Que toda frontera sea un paso de cebra|﻿C/de Orense - C/de La Basílica
158|40.454696|-3.6715492|﻿116|﻿CHAMARTÍN|Mi color favorito es verte|﻿Calle de Uruguay - Calle Victor de la Serna
159|40.442928|-3.6758535|﻿Soraya Morán Enríquez|﻿CHAMARTÍN|¿De qué sirve pisar el camino si no sientes tus pisadas?|﻿Calle Cartagena- Calle López de Hoyos
160|40.4362626|-3.6205074|﻿Pau|﻿SAN BLAS|Si luchas puedes perder, Si no luchas estás perdido|﻿Calle Albalá- Calle de San Romualdo
161|40.4205867|-3.6545755|﻿Sara Chinchilla ruiz|﻿CIUDAD LINEAL|El vértigo de tus ojos, me ayuda a cruzar mis miedos.|﻿Calle Félix Rodríguez de la Fuente-Calle del Poeta Blas de Otero
162|40.4249099|-3.7006901|﻿Fangoria|﻿TRIBUNAL|No quiero más dramas en mi vida, escaparé como Dorita rumbo a Oz|﻿Calle de San Mateo-Calle de Fuencarral
163|40.4330513|-3.688775|﻿Antonio Remache|﻿ALMAGRO|El alma no tiene color|﻿Paseo Eduardo Dato-Paseo de la Castellana (bajo puente)
164|40.4071017|-3.6898024|﻿Patxi Foronda Valdés|﻿ARGANZUELA|Y seremos dos gorriones anidando entre los trenes.|﻿Paseo de la Infanta Isabel-Esquina Atocha
165|40.3832852|-3.7249527|﻿Iván Ferreiro|﻿ABRANTES|Dejemos que corra el aire y digámonos adiós|﻿Av. Abrantes 19
166|40.349684|-3.6920204|﻿Violet La Velvet|﻿VILLAVERDE|Besos que no has de beber déjalos con sed|﻿Calle Francisco del Pino (Parque) - Calle de Sta. Petronila
167|40.4758552|-3.6681353|﻿Celia Blanco|﻿PINAR DE CHAMARTÍN|La vida es mejor contigo dentro|﻿Calle de San Luis- Calle de Arturo Soria
168|40.4607543|-3.661851|﻿Kamikaze|﻿ARTURO SORIA|No es por lo que mueras, es por lo que vives|﻿Calle de Emilio Rubin - Calle de Arturo de Soria
169|40.4923597|-3.6866165|﻿Kike Babas|﻿FUENCARRAL|¿Qué sabe nadie lo que es un verso bajo una cresta?|﻿Calle de Ntra. Sra. de Valverde 15 (del lado de los pares)
170|40.5108943|-3.6729808|﻿mellamoagripina|﻿HORTALEZA|Dos no discuten si uno no hiere|﻿C/ Frómista 25
171|40.4842598|-3.7075048|﻿María Elena Higueruelo|﻿MIRASIERRA|Toda palabra bella se reviste de una película de silencio|﻿C/ Ginzo de Limia (del lado del banco Santander y frente al metro Herrera Oria)
172|40.4581359|-3.6584271|﻿SIDECARS|﻿COLINA|Sube y ponle altura al vértigo|﻿C/del Santo Ángel - C/de Arturo de Soria
173|40.4481718|-3.7275115|﻿Samir Abu - Tahoun|﻿CIUDAD UNIVERSITARIA|Madurar es pasar de las ramas a la raíces|﻿C/ José Antonio Novais-Real Jardín Botánico Alfonso XIII
174|40.4555725|-3.6821688|﻿Oier lantzi|﻿CHAMARTÍN|Helmuga baino, ibildidea nahiago|﻿Paseo de la Habana - Calle Herreros de Tejada
175|40.4487331|-3.6089363|﻿Charlie HB|﻿CANILLEJAS|Contemplo las huellas imborrables que dejaste en mí|﻿Calle de Alcalá (isletas)- Calle de Cartago
176|40.4376285|-3.7111634|﻿Beatriz Pizarro Serrano|﻿CHAMBERÍ|Volver a empezar...como si todo.|﻿Calle de Blasco de Garay-Calle de Joaquín María López
177|40.4243484|-3.7091611|﻿Martin Gil|﻿CENTRO|Te quiero como a un músico: a Mi, La, Do.|﻿Calle de San Bernardino-Calle de los Reyes
178|40.419607|-3.6996031|﻿Escandar Algeet|﻿GRANVÍA|Ser valiente en un mundo de hombres, es ser mujer|﻿Calle Gran Vía-Calle del Clavel
179|40.4160539|-3.7086261|﻿Peru Saizprez|﻿CENTRO|Me nombras miembro activo del fin del mundo junto contigo.|﻿Plaza Comandante las Morenas - Calle Mayor
180|40.3962138|-3.641363|﻿Ane Atutxa Lekerika|﻿MORATALAZ|A ti, que supiste leer en mí todo lo que nunca llegué a escribir|﻿Calle de Arroyo de Fontarrón- Calle de la Tacona
181|40.4056337|-3.7531508|﻿Miguel Ríos|﻿LUCERO|Este es el tiempo del cambio, el futuro se puede tocar|﻿c/ Vilasandino con C/ Villamanín. Acera contraria al DIA
182|40.395933|-3.7160477|﻿Swan Fyahbwoy|﻿CARABANCHEL|Ardo si rozas mi piel y si te vas me quemo|﻿Calle de la Verdad - Calle Jacinto Verdaguer
183|40.3849105|-3.7586398|﻿Guillermo Gardel|﻿LATINA|Abre tus brazos en luz.|﻿C/ Camarena (del lado de los impares DIA) - C/ de Ocaña
184|40.3841882|-3.7655399|﻿Antonio Jiménez Paz|﻿FANJUL|Libertad para escribir, libertad para borrar|﻿Av. de las Águilas
185|40.3701181|-3.7532178|﻿Jesús Vargas|﻿CARABANCHEL|Eres lo que haces|﻿Av. de Carabanchel Alto (Pares) - C/ Gomez de Arteche
186|40.4593725|-3.6604885|﻿Lanza|﻿CIUDAD LINEAL|Quiéreme hasta que el ego se desvanezca|﻿C/de Arturo de Soria (Impares)- C/ Vicente Musas
187|40.4527662|-3.650524|﻿India Toctli|﻿PIOVERA|Un lago, cerca un lago. Palabras como peces|﻿Calle de Asura 30- Calle del Estrecho de Mesina
188|40.4495087|-3.6966607|﻿Bachi|﻿TETUÁN|La cobardía se mide en ojalases..|﻿C/de la Basílica - C/Neville
189|40.4524738|-3.6673705|﻿Defreds|﻿HISPANOAMÉRICA|El mundo que hable, tú, mientras, quiérete|﻿Av. de Alfonso XIII - Av. de Ramón y Cajal
190|40.4321275|-3.6557516|﻿Robe Iniesta|﻿EL CARMEN|Al camino recto por el más torcido, vengo derecho|﻿Calle de Alcalá-Calle José Villena
191|40.431907|-3.6920044|﻿Ramoncín|﻿ALMAGRO|Camina alegre entre la gente por calles vivas que te ven pasar|﻿Calle de Almagro-Calle de Jenner
192|40.4282493|-3.6935949|﻿Esther Bendahan|﻿ALMAGRO|Caminar sobre fuego incendiando, así es el hombre|﻿Calle de Fernando el Santo Nº9 - Calle de Zurbano
193|40.4245322|-3.6724926|﻿Claudia del Pozo Monteagudo|﻿SALAMANCA|Acabamos siendo solo sentimientos escondidos en personas|﻿Calle de Goya-Calle Lombia
194|40.4152646|-3.6575608|﻿Paloma Espartero|﻿MORATALAZ|pájaro del asombro, levanta el vuelo|﻿C/ Félix Rodriguez de la Fuente Nº 12
195|40.3850913|-3.7116355|﻿Toño Soria|﻿USERA|Miro a las nubes Pero es que no hay forma|﻿C/ Rafaela Ybarra - C/ Marcelo Usera 146
196|40.404326|-3.6957193|﻿Teyi|﻿ARGANZUELA|Paso a paso todo pasa.|﻿Calle Delicias 1 (Frente a Lámparas Santiago)
197|40.4753583|-3.7451255|﻿A. Vélez|﻿MIRASIERRA|Il faut accepter la derive avant de prendre un nouveau cap|﻿Av. del Cardenal Herrera Oria - atrás C/ Vegafría
198|40.4825073|-3.6647088|﻿Cristina Mª Menendez Maldonado|﻿HORTALEZA|Una pizca de locura lo cura todo|﻿Av. de Arturo Soria- Calle Laud
199|40.4651151|-3.6361836|﻿Jokin Epelde Dominguez|﻿HORTALEZA|El asfalto florece bajo tus pasos|﻿Carr. de Canillas (gasolinera Shell) - Av. de Machupichu
200|40.4635827|-3.6455861|﻿isabel rivas etxaniz|﻿CANILLAS|Escucha el ruido de la ciudad. Y ahora, piensa que es música.|﻿Carr. de Carrillas - C/ Utrillas
201|40.4569583|-3.6181122|﻿pat|﻿SAN BLAS|¡Haz de tu cabeza un mundo mejor!|﻿Av. de los Andes (Corte Inglés) - C/ Anil
202|40.4469379|-3.7079193|﻿Alfredo Domeño|﻿CUATRO CAMINOS|Si alguna vez no fuiste un nudo, jamás pudiste ser un lazo.|﻿Avenida Reina Victoria - Avenida de Pablo Iglesias
203|40.4420925|-3.7049842|﻿Laura Pugno|﻿VALLEHERMOSO|Sotto i tuoi piedi la terra splende|﻿Avenida Pablo Iglesias - Avenida Islas Filipinas
204|40.4503823|-3.6650469|﻿DoloresQuebranto|﻿CHAMARTÍN|Sáltame como si fuera tu destino.|﻿Calle Lopez de Hoyos- Calle del Padre Claret
205|40.4433381|-3.6522393|﻿Enrique Bolaños|﻿CIUDAD LINEAL|seguir ardiendo hoy despertar quizás mañana|﻿Av. de Badajoz- Calle de Aristóteles
206|40.4460775|-3.6430285|﻿Mª Carmen Montiel Molina|﻿CIUDAD LINEAL|Y aunque cambien de canción bailaremos siempre juntos|﻿Calle del Genral Aranz (colegio)- Calle Natalia de Silva
207|40.442594|-3.6384702|﻿Julia Navarro|﻿SALVADOR|Procura que las sirenas no te engañen|﻿Calle López de Aranda- Calle del General Aranza
208|40.4295733|-3.6547767|﻿Alicia Louzao|﻿CIUDAD LINEAL|Aproxímate con cuidado debajo de esta piel estoy latiendo|﻿Av. de Daroca-Calle del Apóstol Santiago
209|40.427162|-3.658002|﻿Raul Alvarez Valera|﻿CIUDAD LINEAL|Con la suerte en los talones|﻿Calle de Ricardo Ortíz-Calle San Marcelo
210|40.4296213|-3.6157331|﻿Alicia Ramos Álvarez|﻿SAN BLAS|Sonreír es mi idioma favorito.|﻿Av. de Hellín- Calle Albergue
211|40.438539|-3.7042835|﻿Carmen Boza|﻿CANAL|- El sermón del predicador es la oración del necio|﻿Calle de Bravo Murillo 47 - Calle de Sea Bermúdez
212|40.440662|-3.66088|﻿Rocío Garrido Lozano|﻿SALAMANCA|Robemos las horas al reloj.|﻿Av. de Brasilia- Av. de Badajoz
213|40.4134593|-3.7016435|﻿VdeCafe|﻿CENTRO|Mejor lo utópico que lo típico.|﻿Plaza de Jacinto Benavente-Calle Cañizares
214|40.4092426|-3.7103339|﻿Violeta Medina|﻿CENTRO|¿Cuánta luz es necesaria para vivir lo oscuro?|﻿Calle Humilladero- Calle Calatrava
215|40.4125925|-3.6765977|﻿Gazituaga|﻿RETIRO|El tiempo todo lo cura Se comprende con los años|﻿Calle Menéndez Pelayo 67
216|40.4081616|-3.6526511|﻿Cristina Gonzalez Monterrubio|﻿MORATALAZ|Estamos a un abrazo de distancia.|﻿C/del Arroyo Belincoso Nº5 - Plaza Corregidor Sancho Córdoba
217|40.4080748|-3.7197948|﻿MAISA LAZARO MARTIN|﻿ARGANZUELA|Del sí al no sólo hay un pétalo|﻿Paseo de los Melancólicos (Pares) antes de la intersección con c/de Cobos de Segovia
218|40.3984331|-3.6941099|﻿María Díaz Torres|﻿ARGANZUELA|Los niños nos harán libres|﻿Paseo de las Delicias 65
219|40.3871241|-3.6405127|﻿ANA LAMONA|﻿PUENTE DE VALLECAS|Paso de cebra. Paso de ti.|﻿Calle de San Claudio- Av. Rafael Alberti
220|40.3813085|-3.6617183|﻿Diego Doncel|﻿PALOMERAS BAJAS|A veces la democracia medita cómo no ser democracia|﻿Av. Pablo Neruda - Calle Romeo y Julieta
221|40.3764547|-3.6958346|﻿Irene G Punto|﻿43385|Poesía brota en Madrid. Somos versos con raíz|﻿Glorieta de Málaga EMT 1132
222|40.3793644|-3.7764833|﻿Roberto Martínez|﻿LATINA|No hay nada más castizo que tu mirada|﻿Calle de Oliva de Plasencia (Colegio)- Calle Aldeanueva de la Vera
223|40.3741723|-3.7731949|﻿Juan Ceñal|﻿LATINA|Juguemos a desenredarnos las estrellas del pelo..|﻿Calle Danza (Lild)- Av. de la Aviación
224|40.3672326|-3.7647915|﻿María Vera|﻿LA PESETA|Ingenuidad la tuya por creer que la mía no es fingida|﻿Av. de la Peseta (Pares) - frente a C/ Violonchelos
225|40.362575|-3.7574155|﻿Leticia Torcal Hernández|﻿CARABANCHEL|Mi corazón se pone rojo cuando lo desnudas|﻿Av. de la Peseta (Parque) - C/de Salvador Allende
226|40.4846758|-3.6896494|﻿J.Canta|﻿FUENCARRAL-EL PARDO|Si no tardas mucho, te espero, toda la vida|﻿Calle de San Dacio- Calle de San Modesto
227|40.4517151|-3.6607661|﻿Rocio Cam|﻿CIUDAD LINEAL|La ignorancia es lo último que se pierde|﻿Calle de Torrelaguna- Entrada M30
228|40.4312588|-3.7221417|﻿Ernesto Pérez Zúñiga|﻿ARGÜELLES|Aúlla el perro de tu nombre|﻿Calle Romero Robledo 21 - Calle Ferraz
229|40.426134|-3.7011588|﻿Benjamín Prado|﻿TRIBUNAL|El que derriba un puente construye un precipicio|﻿Calle de Fuencarral 78-80 - Calle Barceló
230|40.4125362|-3.7052437|﻿Fernando Calvo|﻿CENTRO|Debajo del asfalto la tierra aúlla|﻿Plaza Tirso de Molina-Calle de la Colegiata
231|40.4185492|-3.6789823|﻿Accidents Polipoètics|﻿IBIZA|Si te haces a ti mismo te sobrarán piezas|﻿Calle Menéndez Pelayo, frente al número 29
232|40.4136799|-3.6277614|﻿Alberto Pérez Ruiz|﻿MORATALAZ|No es amor si amar no basta.|﻿Calle de la Fuente Carrantona- Ctra. Eje Odonnell
233|40.4033609|-3.5989599|﻿Juan Antonio Bermúdez|﻿VICÁLVARO|Nos da pavor la quemadura y somos llamas|﻿Calle de S. Cipriano- Calle Minerva
234|40.3973424|-3.619802|﻿Claudia Viu Balagueró|﻿VICÁLVARO|Acuérdate de vivir.|﻿Bulevar de José Prat- Calle de Cordel de Pavones
235|40.3857676|-3.7058016|﻿Antonino Nieto|﻿USERA|Viva el nacido sin dueños ni futuros que lo ahorquen al pie de un sueño|﻿C/ Nicolás Usera 24
236|40.3863988|-3.7019983|﻿Negrotesco|﻿USERA|Me temo lo mejor|﻿C/ Marcelo Usera 29
237|40.4011764|-3.6751856|﻿Rosendo|﻿PACÍFICO|No se si estoy en lo cierto, lo cierto es que estoy aquí|﻿Avenida Ciudad de Barcelona Pares (77)
238|40.3681787|-3.6940375|﻿Esther Bendahan|﻿SANFERMÍN|Detrás de cada huida, está el deseo de partir|﻿Av. de Andalucía (Parque) - Av. de los Rosales
239|40.5074566|-3.6862061|﻿FERNANDO RENJIFO|﻿FUENCARRAL|Háblame del mar. Escucha cómo la rabia se va desvaneciendo.|﻿C/ Monasterio de Arlanza (Torre)
240|40.5079303|-3.6645654|﻿ivan garcia-alcaide|﻿FUENCARRAL-EL PARDO|Con sol, con lluvia, con viento , contigo|﻿C/ de la Sierra de Atapuerca - Paseo Tierra de Melide
241|40.4895738|-3.6554593|﻿Asier Acebo|﻿HORTALEZA|Te estoy amando y no me lo coges.|﻿Av. de Francisco Pi y Margall (frente a edificio Mirador) - Plaza Alcalde Moreno Torres
242|40.4884375|-3.7163454|﻿Rafael Lamata Cotanda|﻿MIRASIERRA|Hoy el cielo no es azul, pero sigue siendo cielo.|﻿Av. del Ventisquero de la Condesa (Pares) - C/ Collado de Cerro Malejo
243|40.4814851|-3.6939919|﻿Pablo Messiez|﻿LA PAZ|Que mi punto de vista no olvide la ceguera que lo hace posible|﻿Calle Arzobispo Morcillo- Centro Cultural Valle Inclán
244|40.4742974|-3.6875922|﻿Nach|﻿SINESIO DELGADO|Cuanto más deseo trago, más soledad vomito|﻿Calle de Sinesio Delgado- Paseo de la Castellana
245|40.4753762|-3.6609517|﻿Carmen Mas Choclán|﻿HORTALEZA|Hemos nacido para entendernos|﻿Calle de las Cuevas de Almanzora- Calle de Bacares
